"扁霖老ID","矫焙备内靛","矫焙备疙","醚积劝牢备荐","郴惫牢积劝牢备荐","厘扁眉幅寇惫牢牢备荐","窜扁眉幅寇惫牢牢备荐","老弥措牢备荐","老弥家牢备荐","林埃牢备荐(09~18)","具埃牢备荐(19~08)","老弥措捞悼牢备荐","辑匡寇蜡涝牢备荐","悼老磊摹备青沥悼埃捞悼牢备荐","磊摹备埃捞悼牢备荐"
"20200326","11290","己合备","451609.05940","432521.78960","15378.17230","3709.09740","477372.83160","419184.12340","426752.71110","469363.59390","179123.98800","22005.63730","87775.22100","69343.12970"
"20200325","11290","己合备","449598.04150","430741.71420","15287.71480","3568.61250","477055.88470","416523.65030","423593.91590","468172.41700","179368.18600","21976.29050","87785.00680","69606.88870"
"20200324","11290","己合备","450793.48650","431951.59890","15272.46630","3569.42140","478057.70060","416318.99360","424840.53040","469331.31230","180727.18060","21938.59770","88696.39860","70092.18430"
"20200323","11290","己合备","450859.58450","432261.56700","15136.96220","3461.05530","478364.68020","416089.96890","424295.84950","469833.68090","180384.44840","21752.45210","88877.93740","69754.05890"
"20200322","11290","己合备","463164.68980","444801.21960","15220.68800","3142.78220","476930.11410","441711.68780","451944.41770","471179.16990","158417.46630","19480.80230","86123.24740","52813.41660"
"20200321","11290","己合备","458559.17510","439934.29330","15318.73290","3306.14890","474085.16740","436116.01160","444851.15280","468350.61960","165285.82970","21060.67820","84845.74290","59379.40860"
"20200320","11290","己合备","450725.68600","432513.63680","14939.11940","3272.92970","478142.64320","420024.87510","427043.94570","467641.21470","180822.54800","22009.42640","87804.55000","71008.57160"
"20200319","11290","己合备","454111.18480","435096.94680","15010.31430","4003.92370","478963.19890","424845.12580","431122.61820","470531.58940","176981.23100","21230.02420","87635.36090","68115.84590"
"20200318","11290","己合备","452453.89920","433218.71870","15020.48630","4214.69420","478909.80480","418686.85700","426849.51990","470742.74160","180359.94510","21385.00670","88917.25760","70057.68080"
"20200317","11290","己合备","453169.28480","434351.52920","15014.47040","3803.28520","478058.67760","422623.27770","429055.01710","470393.76170","180232.41980","21473.42690","88917.83470","69841.15820"
"20200316","11290","己合备","452025.46460","434049.31730","14937.39400","3038.75330","478868.85760","418854.23290","426059.21410","470572.78640","179171.41370","21112.10740","88823.35000","69235.95630"
"20200315","11290","己合备","467815.63920","448839.57480","15064.97370","3911.09080","477666.34470","452606.47290","459677.68950","473628.46040","157253.64740","18681.45790","85670.15050","52902.03900"
"20200314","11290","己合备","458733.98410","440932.06400","14667.46730","3134.45280","472884.26770","436714.89710","445799.48980","467972.90870","162449.70340","19493.61010","85622.76100","57333.33230"
"20200313","11290","己合备","448347.56420","431079.91560","14544.26070","2723.38790","475636.91540","417068.50390","424481.61030","465394.67410","175091.05240","20605.45890","86725.65530","67759.93820"
"20200312","11290","己合备","449954.58170","432341.88870","14523.28060","3089.41240","476026.02890","417667.97370","425532.77200","467398.73150","177499.22630","20577.07540","87588.88950","69333.26140"
"20200311","11290","己合备","449512.12920","432230.34600","14493.61210","2788.17110","476658.10690","415820.08730","423957.16030","467765.67840","177044.23510","20076.30160","88378.16030","68589.77320"
"20200310","11290","己合备","452152.10030","434503.90780","14540.92210","3107.27030","477314.07530","421941.22560","428266.19380","469213.46200","174170.39650","19763.96410","87372.84080","67033.59160"
"20200309","11290","己合备","452366.03640","433739.45660","14716.73010","3909.84970","481524.07950","418545.26970","425753.16100","471375.23320","178880.18030","20220.19980","89188.69720","69471.28330"
"20200308","11290","己合备","467140.85660","448399.93730","14597.54740","4143.37190","478427.77080","447446.66090","457298.55220","474171.07400","154981.85750","17561.21970","86103.14810","51317.48970"
"20200307","11290","己合备","463370.64640","444557.85650","14569.60790","4243.18200","476415.15190","445407.89010","452334.05190","471253.92820","162842.33320","18897.64960","86543.24310","57401.44050"
"20200306","11290","己合备","452190.88240","433068.40020","14682.26460","4440.21760","478610.49250","423062.87470","429174.75980","468630.97000","176106.04220","19887.74120","86853.46040","69364.84060"
"20200305","11290","己合备","453174.77520","433650.40550","14751.31640","4773.05330","478993.49240","421778.19370","429197.64330","470301.29800","176281.45180","19586.01150","88079.64570","68615.79460"
"20200304","11290","己合备","451221.55210","432347.81900","14799.04650","4074.68660","475225.34190","423097.55350","429249.30920","466916.01130","178026.00640","19581.52160","89880.19560","68564.28920"
"20200303","11290","己合备","452721.42870","433778.52490","14906.69770","4036.20610","477476.80160","422117.72570","428996.82240","469667.57610","176489.53460","19583.59980","87469.16140","69436.77340"
"20200302","11290","己合备","455854.43780","435872.39330","15065.33790","4916.70660","481111.50900","426126.72250","432200.07260","472750.41290","178112.76180","19733.28160","88678.38500","69701.09520"
"20200301","11290","己合备","472456.38170","453223.71690","15155.35010","4077.31470","482206.87320","460228.60240","466441.67710","476752.59930","152885.10320","17080.52690","85838.50600","49966.07030"
"20200229","11290","己合备","466032.88800","447098.90790","15000.03330","3933.94680","476550.82840","449973.34430","456529.62430","472820.93340","163931.14420","19929.69940","85767.99050","58233.45430"
"20200228","11290","己合备","455132.44240","435510.54900","14854.98080","4766.91260","482250.11390","426142.85650","432144.84400","471552.15550","172989.68700","21265.43790","84550.15430","67174.09480"
"20200227","11290","己合备","452863.18800","432933.58820","14997.97360","4931.62620","479317.53550","420790.19790","427838.04790","470738.28800","178528.31740","22673.56190","86303.98820","69550.76730"
"20200226","11290","己合备","453676.94400","433825.11790","15148.28710","4703.53910","479808.94680","422689.94190","428709.60950","471510.75450","178609.89580","22324.26810","86558.82540","69726.80230"
"20200225","11290","己合备","452902.30630","433561.52300","14973.38460","4367.39860","476877.08480","422894.46360","428743.42490","470158.65010","175940.83790","21250.88110","87022.64710","67667.30970"
"20200224","11290","己合备","451170.73100","431672.01290","14969.64490","4529.07310","481207.91250","416834.39020","423645.64320","470831.50790","181000.13580","22479.10110","87913.01100","70608.02370"
"20200223","11290","己合备","468631.68020","449441.50540","14772.36920","4417.80550","479549.44530","453442.69320","460323.22090","474566.29390","161225.10290","21145.81900","85805.83380","54273.45010"
"20200222","11290","己合备","460442.28010","441382.03790","14992.91180","4067.33040","475832.35660","442513.87870","448202.32540","469185.10490","166745.57920","22808.67950","84846.05270","59090.84700"
"20200221","11290","己合备","445880.90400","427179.19780","15112.01310","3589.69310","476626.73480","412562.10940","419667.46800","464604.78690","185821.83260","23262.32830","86817.50100","75742.00330"
"20200220","11290","己合备","444457.66760","426736.54030","14476.50250","3244.62480","477138.15570","408646.67200","415436.16790","465187.31010","187352.21650","24009.40420","88132.48530","75210.32700"
"20200219","11290","己合备","444977.04630","427309.53900","14422.43960","3245.06760","477270.38220","409077.65550","416570.17450","465267.66900","188481.64330","23956.50060","89502.80790","75022.33480"
"20200218","11290","己合备","445019.80280","427598.60740","14207.97120","3213.22420","476842.74780","409061.94710","416626.15740","465300.97810","186794.25040","23472.45840","88694.60860","74627.18340"
"20200217","11290","己合备","447817.61490","430658.33900","14243.36400","2915.91180","479088.47910","411664.07250","419459.89080","468073.13210","183952.83010","22372.05220","88713.47590","72867.30200"
"20200216","11290","己合备","462859.54730","446109.82800","14243.49300","2506.22630","475646.91410","442796.09650","452050.50830","470580.28950","166019.99250","22374.66220","86902.85640","56742.47390"
"20200215","11290","己合备","451167.76530","435432.08240","13495.03090","2240.65200","471040.05450","425325.05030","434597.00540","463004.02240","173048.05250","23542.96210","85794.47370","63710.61670"
"20200214","11290","己合备","440268.54470","424171.19620","13566.69230","2530.65620","474533.60720","405013.69110","412342.64190","460215.61820","187439.82740","23382.82710","88685.88190","75371.11840"
"20200213","11290","己合备","442812.28260","426425.56450","13808.91690","2577.80120","475551.22950","407213.24820","414104.70640","463317.69410","189372.05080","23386.40970","89439.56460","76546.07650"
"20200212","11290","己合备","444389.60980","428125.08830","13642.33830","2622.18320","475533.73570","409701.26510","416702.14180","464166.37260","185376.04870","22830.11960","88511.34940","74034.57970"
"20200211","11290","己合备","442715.79640","426620.58210","13714.32870","2380.88560","474681.73960","405846.25610","413390.78830","463662.23070","188379.34830","22710.70340","89896.39920","75772.24570"
"20200210","11290","己合备","444389.19470","428566.76290","13506.36560","2316.06620","477000.67230","408069.89810","415134.32020","465285.53370","188029.38480","22519.12980","90294.07940","75216.17560"
"20200209","11290","己合备","462244.75930","446211.12530","13542.40140","2491.23260","473965.66810","443591.86980","451327.18320","470043.02800","164489.52040","20851.32350","87416.01220","56222.18470"
"20200208","11290","己合备","455390.23100","439517.45630","13314.23500","2558.53960","473166.94620","432409.43910","441142.98770","465566.83330","166895.43940","21416.47150","85315.08680","60163.88110"
"20200207","11290","己合备","440029.59690","424304.08420","13078.94020","2646.57240","472705.38930","405056.72170","411998.28090","460051.96540","182711.03260","21659.82250","88403.33750","72647.87260"
"20200206","11290","己合备","442436.18360","426898.52990","13188.11570","2349.53800","474662.98700","407144.43960","413518.99220","463091.32040","184849.77610","21784.99330","89292.49320","73772.28960"
"20200205","11290","己合备","443957.91610","428485.93870","13105.58850","2366.38890","475892.91550","409047.77900","415691.54620","464148.18030","186374.02630","21782.63620","90202.80240","74388.58770"
"20200204","11290","己合备","444939.65460","429500.45910","13106.91990","2332.27560","477460.15240","409116.42360","416111.81090","465530.97150","189760.92060","22726.60290","90684.43780","76349.87990"
"20200203","11290","己合备","444777.78890","429423.26770","12908.97970","2445.54150","478546.44480","407667.92730","414370.65300","466497.17170","187286.17530","22376.55660","91337.41790","73572.20080"
"20200202","11290","己合备","463605.27550","448735.28650","12674.82710","2195.16190","475530.33620","446823.05340","453742.79750","470649.90270","164204.86350","19901.52990","87990.86050","56312.47310"
"20200201","11290","己合备","455610.90180","440964.30580","12405.18090","2241.41510","474763.33250","432768.94940","440822.23910","466174.23240","166636.94780","20184.52100","86614.74360","59837.68320"
"20200131","11290","己合备","440661.31930","425917.46960","12428.03760","2315.81210","475341.56330","405053.51770","411957.33400","461164.16600","187482.45370","24039.15000","88692.58160","74750.72210"
"20200130","11290","己合备","442870.02170","428210.64110","12497.93900","2161.44160","475522.57350","406565.65240","413358.19420","463949.89850","193965.24330","25186.74800","91427.99820","77350.49710"
"20200129","11290","己合备","441106.86310","426434.82320","12387.96900","2284.07100","474222.33720","405154.71560","411372.11590","462345.96830","193204.26920","26062.86280","91449.20090","75692.20550"
